Parameters:
version     = V8
date_time   = 251103_102307
comp_time   = 0:03:56.651138
disk_type   = SG
torque_type = G23
log(M_SMBH) = 7.0
alpha       = 0.010
T           = 2.0e+06
gen         = 1g
N           = 10000
R_min       = 7.4e+10
R_max       = 3.0e+17
trap_rad    = 1.9e+14 

Data:
r_1       r_2       m_1       m_2       r_pu      t_pu      paired      migration_1      migration_2      Ng_1
4.026e+13 1.267e+17 1.803e+31 1.434e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.192e+13 4.088e+16 3.631e+31 1.817e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.158e+15 7.685e+10 1.861e+31 1.782e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.475e+14 2.857e+13 4.477e+31 2.110e+31 1.945e+14 2.618e+12 1 type_I type_I 1
2.187e+13 3.267e+11 3.514e+31 1.598e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.657e+16 1.306e+16 3.918e+31 3.338e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.305e+13 2.736e+15 4.417e+31 1.797e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.471e+16 2.802e+14 1.861e+31 1.677e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.303e+12 2.484e+15 4.495e+31 1.724e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.055e+14 1.419e+15 3.458e+31 1.444e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.042e+13 3.535e+11 2.959e+31 1.542e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.027e+17 4.351e+15 4.851e+31 3.440e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.902e+15 2.024e+12 1.911e+31 1.614e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.470e+11 3.689e+13 3.215e+31 3.074e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.105e+14 1.884e+17 3.771e+31 2.678e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.123e+14 1.272e+11 3.115e+31 1.365e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.838e+16 8.170e+14 1.948e+31 1.790e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.864e+14 7.526e+13 1.724e+31 1.680e+31 1.974e+14 4.330e+12 1 type_I type_I 1
5.107e+13 2.549e+17 1.503e+31 1.333e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.164e+13 2.758e+16 3.739e+31 3.123e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.586e+14 6.218e+16 3.764e+31 3.673e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.406e+12 1.785e+17 3.838e+31 1.736e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.728e+16 5.663e+12 3.821e+31 1.951e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.921e+17 7.175e+16 3.127e+31 2.861e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.581e+11 1.739e+12 3.769e+31 3.379e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.979e+15 6.553e+14 3.137e+31 1.551e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.012e+16 1.781e+14 3.763e+31 2.022e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.251e+13 8.709e+11 3.679e+31 1.655e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.016e+16 4.069e+13 3.737e+31 2.537e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.496e+14 1.405e+13 3.303e+31 1.470e+31 1.949e+14 4.662e+12 1 type_I type_I 1
4.456e+16 5.475e+12 1.850e+31 1.589e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.884e+11 2.916e+15 3.756e+31 3.710e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.722e+12 1.070e+15 2.125e+31 2.041e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.584e+11 1.323e+13 3.799e+31 3.118e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.976e+13 3.136e+16 2.970e+31 1.631e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.592e+12 3.549e+16 3.414e+31 3.413e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.027e+12 2.816e+11 4.900e+31 3.766e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.117e+12 1.747e+14 3.706e+31 1.591e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.454e+13 1.011e+15 1.465e+31 1.347e+31 2.007e+14 2.529e+13 1 type_I type_I 1
2.375e+16 2.227e+17 3.143e+31 3.017e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.765e+12 1.897e+14 3.383e+31 2.418e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.441e+15 5.974e+16 3.714e+31 2.008e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.792e+16 1.128e+16 3.901e+31 1.721e+31 0.000e+00 0.000e+00 0 type_I type_II 1
7.062e+13 7.482e+10 1.899e+31 1.457e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.784e+14 2.509e+17 3.679e+31 2.147e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.992e+15 3.072e+11 1.646e+31 1.339e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.392e+16 1.116e+16 4.423e+31 2.694e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.342e+14 3.032e+11 4.541e+31 3.764e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.891e+14 3.941e+16 4.639e+31 3.311e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.943e+16 1.832e+14 1.537e+31 1.462e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.414e+16 7.803e+11 3.235e+31 1.244e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.510e+13 1.293e+17 2.160e+31 1.885e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.066e+15 2.453e+14 1.994e+31 1.463e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.740e+13 1.680e+14 4.617e+31 2.148e+31 1.932e+14 1.468e+12 1 type_I type_I 1
1.595e+14 4.424e+16 3.778e+31 2.148e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.415e+15 1.404e+15 1.749e+31 1.646e+31 1.212e+15 8.386e+12 1 type_I type_I 1
1.735e+17 1.140e+14 1.539e+31 1.469e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.250e+17 5.060e+15 3.720e+31 2.081e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.199e+15 1.778e+17 1.510e+31 1.465e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.200e+17 1.279e+12 1.588e+31 1.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.321e+13 1.159e+12 3.326e+31 2.003e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.732e+15 9.227e+12 3.769e+31 1.621e+31 1.981e+14 2.294e+13 1 type_I type_I 1
1.038e+14 1.465e+15 4.530e+31 3.752e+31 1.933e+14 1.750e+13 1 type_I type_I 1
4.610e+12 4.012e+14 3.285e+31 1.796e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.389e+12 2.470e+17 4.276e+31 3.834e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.691e+14 7.324e+14 3.218e+31 1.470e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.389e+12 1.102e+14 3.938e+31 3.778e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.084e+16 2.953e+16 1.551e+31 1.170e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.471e+14 1.419e+12 2.132e+31 1.475e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.053e+14 1.388e+12 4.176e+31 3.695e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.793e+13 2.034e+16 2.799e+31 1.643e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.262e+12 6.400e+12 4.455e+31 1.990e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.249e+16 1.959e+17 3.714e+31 1.654e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.157e+14 1.160e+17 3.849e+31 1.558e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.162e+13 8.361e+14 1.548e+31 1.516e+31 1.996e+14 1.553e+13 1 type_I type_I 1
3.929e+12 1.140e+15 1.722e+31 1.656e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.203e+17 3.124e+15 3.947e+31 3.874e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.395e+16 1.536e+11 3.676e+31 1.661e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.137e+14 2.072e+14 3.267e+31 1.607e+31 2.048e+14 1.967e+11 1 type_I type_I 1
1.093e+11 3.057e+15 3.001e+31 2.295e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.395e+13 6.591e+12 3.708e+31 2.607e+31 1.926e+14 2.494e+13 1 type_I type_I 1
5.228e+13 3.899e+14 2.607e+31 1.859e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.539e+17 1.349e+14 3.535e+31 1.882e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.874e+12 8.743e+14 2.932e+31 1.598e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.022e+16 1.174e+14 4.748e+31 1.909e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.675e+15 1.750e+14 3.778e+31 2.769e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.176e+16 2.468e+17 4.666e+31 4.328e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.039e+14 5.303e+15 2.377e+31 1.531e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.839e+12 2.607e+17 3.933e+31 1.641e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.234e+14 4.447e+11 3.179e+31 1.490e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.641e+12 1.938e+17 3.743e+31 1.207e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.797e+16 4.229e+15 3.752e+31 3.676e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.546e+11 2.322e+15 4.066e+31 1.647e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.276e+13 1.448e+17 4.617e+31 1.772e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.964e+15 6.004e+14 3.764e+31 2.136e+31 1.944e+14 2.867e+13 1 type_I type_I 1
9.266e+10 9.555e+12 3.783e+31 1.315e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.806e+13 2.300e+15 3.833e+31 3.804e+31 1.942e+14 3.596e+13 1 type_I type_I 1
6.034e+15 7.475e+15 3.951e+31 1.599e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.730e+16 1.871e+11 4.574e+31 1.647e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.352e+11 1.180e+15 3.778e+31 3.392e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.654e+10 2.012e+15 2.130e+31 2.114e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.480e+12 2.101e+16 1.738e+31 1.563e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.348e+13 5.255e+15 3.731e+31 3.703e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.824e+14 3.532e+11 3.250e+31 2.981e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.612e+10 4.386e+11 4.678e+31 1.724e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.769e+11 6.023e+15 3.367e+31 3.161e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.497e+12 1.201e+12 1.376e+31 1.373e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.430e+14 7.193e+13 3.744e+31 1.706e+31 1.970e+14 2.959e+12 1 type_I type_I 1
2.301e+12 9.119e+15 3.785e+31 3.387e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.833e+17 2.571e+13 4.425e+31 3.526e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.541e+11 1.189e+13 3.764e+31 1.262e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.357e+17 2.294e+17 3.708e+31 2.990e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.329e+15 6.497e+12 2.055e+31 1.542e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.920e+15 3.766e+11 3.283e+31 3.135e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.365e+14 4.291e+16 4.513e+31 3.343e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.948e+12 2.522e+17 3.786e+31 1.477e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.310e+11 2.805e+17 2.937e+31 2.161e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.807e+16 5.155e+14 1.496e+31 1.347e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.085e+15 1.131e+16 3.388e+31 1.647e+31 0.000e+00 0.000e+00 0 type_I type_II 1
4.108e+14 7.664e+12 3.321e+31 1.260e+31 1.933e+14 3.023e+13 1 type_I type_I 1
1.648e+16 1.461e+15 2.979e+31 1.713e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.514e+11 4.878e+15 3.697e+31 1.464e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.633e+13 1.204e+13 3.774e+31 1.786e+31 1.933e+14 5.973e+12 1 type_I type_I 1
1.008e+16 3.988e+15 3.065e+31 2.916e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.380e+14 1.445e+15 3.065e+31 1.585e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.120e+14 1.188e+11 3.768e+31 1.475e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.949e+15 1.909e+12 3.782e+31 3.686e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.646e+11 1.203e+14 4.229e+31 1.517e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.382e+17 2.331e+12 3.328e+31 3.140e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.366e+15 3.115e+16 3.764e+31 2.104e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.135e+14 3.565e+15 3.453e+31 1.854e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.645e+16 3.915e+12 1.692e+31 1.501e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.257e+13 1.802e+15 3.781e+31 2.712e+31 1.940e+14 3.448e+13 1 type_I type_I 1
2.156e+16 2.519e+15 4.266e+31 3.740e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.723e+12 3.882e+13 3.435e+31 1.983e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.460e+13 1.278e+13 3.751e+31 1.609e+31 1.933e+14 5.323e+12 1 type_I type_I 1
3.931e+14 4.047e+15 4.324e+31 3.944e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.919e+12 1.005e+12 3.768e+31 1.607e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.455e+14 1.739e+13 2.119e+31 1.875e+31 1.933e+14 3.221e+12 1 type_I type_I 1
8.148e+15 1.046e+13 3.909e+31 1.450e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.422e+16 6.064e+16 3.132e+31 1.646e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.203e+11 1.747e+17 3.783e+31 3.779e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.102e+12 2.784e+15 3.527e+31 1.652e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.890e+15 1.105e+12 3.698e+31 1.650e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.207e+16 7.049e+12 3.084e+31 1.729e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.679e+14 3.317e+14 4.462e+31 2.149e+31 1.945e+14 5.564e+12 1 type_I type_I 1
6.396e+15 3.341e+14 3.557e+31 2.119e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.932e+11 8.110e+11 3.761e+31 3.090e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.503e+11 3.007e+13 3.738e+31 1.482e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.844e+12 6.535e+12 4.301e+31 3.005e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.773e+13 7.056e+13 3.987e+31 1.615e+31 1.933e+14 1.358e+12 1 type_I type_I 1
1.708e+17 2.854e+16 3.756e+31 1.485e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.979e+13 4.968e+16 3.343e+31 1.721e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.318e+11 8.530e+14 3.784e+31 3.145e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.302e+15 3.657e+13 4.147e+31 1.862e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.381e+15 2.277e+17 3.739e+31 1.344e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.456e+13 4.128e+14 3.326e+31 1.443e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.439e+15 2.088e+13 3.746e+31 3.176e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.046e+15 5.635e+16 2.998e+31 1.144e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.018e+13 1.973e+12 3.770e+31 1.721e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.170e+14 3.412e+15 3.526e+31 1.662e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.518e+14 1.674e+13 3.683e+31 2.035e+31 1.927e+14 2.866e+12 1 type_I type_I 1
1.233e+16 4.656e+12 3.784e+31 3.731e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.474e+15 4.927e+12 2.835e+31 1.958e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.991e+15 5.853e+13 4.201e+31 3.682e+31 1.942e+14 4.560e+13 1 type_I type_I 1
9.016e+12 1.480e+12 3.938e+31 3.655e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.796e+15 4.445e+11 1.847e+31 1.513e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.010e+13 9.597e+15 3.816e+31 1.863e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.549e+14 1.172e+11 3.440e+31 1.310e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.498e+13 2.684e+13 3.766e+31 3.765e+31 1.925e+14 1.880e+12 1 type_I type_I 1
6.308e+14 1.529e+13 4.039e+31 1.360e+31 1.933e+14 3.992e+12 1 type_I type_I 1
4.853e+11 1.165e+11 3.752e+31 1.631e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.145e+16 4.189e+15 3.710e+31 3.702e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.451e+17 2.583e+13 4.843e+31 3.769e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.386e+12 5.950e+16 3.082e+31 1.642e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.654e+16 1.521e+11 3.165e+31 3.063e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.914e+13 8.880e+12 4.444e+31 3.782e+31 1.925e+14 7.619e+12 1 type_I type_I 1
4.540e+12 2.595e+13 1.921e+31 1.661e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.594e+16 3.198e+15 1.666e+31 1.440e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.187e+16 2.986e+15 2.741e+31 1.211e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.284e+15 6.147e+12 4.912e+31 3.319e+31 1.926e+14 2.903e+13 1 type_I type_I 1
3.122e+15 3.117e+14 1.813e+31 1.487e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.326e+17 2.292e+14 3.411e+31 1.565e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.512e+16 3.845e+13 4.514e+31 3.423e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.983e+17 2.788e+17 3.771e+31 2.131e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.081e+12 8.268e+11 3.105e+31 1.923e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.532e+17 1.259e+13 3.781e+31 1.537e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.275e+11 1.298e+13 4.370e+31 1.790e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.391e+11 4.820e+15 3.730e+31 2.016e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.301e+13 2.909e+14 1.698e+31 1.634e+31 1.974e+14 5.960e+12 1 type_I type_I 1
2.854e+13 2.624e+17 4.643e+31 3.697e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.725e+16 1.686e+17 3.063e+31 2.146e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.114e+15 3.117e+13 3.490e+31 1.645e+31 1.948e+14 3.505e+13 1 type_I type_I 1
1.422e+15 2.302e+14 3.843e+31 1.921e+31 1.942e+14 1.594e+13 1 type_I type_I 1
2.463e+13 3.931e+16 3.238e+31 1.849e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.045e+11 3.399e+12 4.371e+31 1.654e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.423e+14 9.153e+10 2.788e+31 1.779e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.248e+16 3.318e+12 3.637e+31 1.831e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.368e+17 2.128e+11 1.969e+31 1.622e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.651e+12 2.452e+12 2.265e+31 1.740e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.089e+15 1.428e+13 1.901e+31 1.861e+31 1.947e+14 2.041e+13 1 type_I type_I 1
1.951e+16 9.732e+12 3.762e+31 1.584e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.736e+12 1.286e+17 2.065e+31 1.455e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.449e+11 1.748e+13 1.912e+31 1.726e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.449e+17 1.210e+11 1.487e+31 1.423e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.389e+17 9.154e+11 2.269e+31 1.717e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.866e+15 1.053e+15 2.107e+31 1.344e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.155e+17 7.059e+12 4.543e+31 3.343e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.312e+14 1.382e+17 1.498e+31 1.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.038e+16 1.348e+12 4.489e+31 1.511e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.186e+17 7.363e+15 3.787e+31 3.046e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.842e+13 8.816e+11 3.673e+31 1.466e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.515e+14 2.121e+17 2.289e+31 1.449e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.746e+13 1.746e+17 3.135e+31 1.873e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.788e+14 8.089e+11 4.404e+31 4.397e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.317e+17 8.863e+11 3.717e+31 1.637e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.313e+16 3.091e+12 3.686e+31 1.463e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.921e+12 7.470e+14 4.556e+31 1.829e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.017e+15 1.165e+13 3.746e+31 1.734e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.116e+14 1.188e+15 2.796e+31 1.727e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.274e+14 2.179e+14 3.412e+31 3.077e+31 1.942e+14 6.732e+12 1 type_I type_I 1
2.122e+14 6.184e+11 1.614e+31 1.504e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.645e+13 4.430e+12 2.876e+31 1.774e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.686e+10 9.404e+15 3.319e+31 2.128e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.336e+11 2.256e+12 3.794e+31 1.828e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.275e+12 2.804e+17 2.871e+31 1.137e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.192e+13 4.279e+12 3.717e+31 1.400e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.066e+12 9.339e+12 2.659e+31 2.130e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.945e+14 9.116e+14 3.121e+31 2.123e+31 1.940e+14 1.282e+13 1 type_I type_I 1
2.428e+17 4.586e+13 3.926e+31 3.397e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.426e+13 7.853e+13 1.925e+31 1.535e+31 1.899e+14 1.051e+12 1 type_I type_I 1
6.912e+13 8.239e+15 1.720e+31 1.408e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.390e+13 1.747e+14 3.907e+31 2.872e+31 1.933e+14 1.137e+12 1 type_I type_I 1
6.666e+14 5.187e+16 4.085e+31 1.833e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.527e+14 5.435e+14 2.094e+31 1.478e+31 5.216e+14 4.724e+11 1 type_I type_I 1
1.623e+17 4.618e+16 3.922e+31 1.472e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.450e+12 3.065e+11 3.376e+31 1.907e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.242e+16 5.951e+15 1.930e+31 1.807e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.668e+12 7.552e+14 1.649e+31 1.430e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.280e+12 1.005e+17 3.046e+31 2.753e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.429e+16 4.156e+11 1.835e+31 1.661e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.025e+14 1.049e+13 4.271e+31 3.900e+31 1.925e+14 4.490e+12 1 type_I type_I 1
2.501e+13 5.637e+16 3.964e+31 1.340e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.237e+12 1.527e+16 1.942e+31 1.903e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.249e+12 4.511e+16 1.636e+31 1.484e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.077e+11 1.535e+14 2.612e+31 1.467e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.259e+11 5.999e+13 3.266e+31 1.305e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.559e+14 2.342e+13 3.782e+31 2.101e+31 1.943e+14 3.197e+12 1 type_I type_I 1
1.634e+15 6.186e+13 3.774e+31 3.585e+31 1.942e+14 2.083e+13 1 type_I type_I 1
6.176e+16 1.342e+12 3.768e+31 1.611e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.537e+12 3.103e+16 3.765e+31 3.706e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.469e+15 2.633e+15 4.397e+31 3.218e+31 1.933e+14 5.133e+13 1 type_I type_I 1
7.580e+12 2.363e+16 3.785e+31 1.428e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.470e+12 1.671e+16 3.068e+31 2.894e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.774e+16 5.448e+15 3.711e+31 1.902e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.834e+12 4.431e+16 1.695e+31 1.359e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.366e+15 1.054e+11 3.740e+31 1.871e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.346e+15 3.773e+16 4.429e+31 1.592e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.834e+13 9.949e+10 2.846e+31 1.624e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.914e+13 7.916e+14 1.622e+31 1.436e+31 0.000e+00 0.000e+00 0 type_I type_I 1
