Parameters:
version     = V8
date_time   = 251103_102307
comp_time   = 0:03:56.651138
disk_type   = SG
torque_type = G23
log(M_SMBH) = 7.0
alpha       = 0.010
T           = 2.0e+06
gen         = 1g
N           = 10000
R_min       = 7.4e+10
R_max       = 3.0e+17
trap_rad    = 1.9e+14 

Data:
r_1       r_2       m_1       m_2       r_pu      t_pu      paired      migration_1      migration_2      Ng_1
5.134e+12 6.104e+16 4.086e+31 1.175e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.675e+15 3.531e+14 4.574e+31 3.925e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.579e+15 2.002e+11 3.717e+31 1.387e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.540e+14 4.445e+13 3.733e+31 1.765e+31 1.933e+14 1.754e+12 1 type_I type_I 1
6.861e+16 6.758e+11 3.186e+31 1.946e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.877e+16 1.710e+13 3.902e+31 2.001e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.226e+12 1.642e+16 3.286e+31 2.117e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.894e+15 5.764e+13 3.943e+31 1.556e+31 1.989e+14 2.560e+13 1 type_I type_I 1
3.824e+16 5.768e+16 3.225e+31 1.709e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.154e+16 4.702e+14 3.836e+31 3.219e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.844e+11 1.727e+12 4.241e+31 3.804e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.312e+15 1.686e+16 1.877e+31 1.610e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.679e+13 1.242e+16 2.874e+31 1.418e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.274e+16 2.866e+16 3.827e+31 2.050e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.337e+11 2.113e+13 4.378e+31 3.618e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.057e+15 1.376e+15 4.608e+31 2.140e+31 3.697e+14 2.381e+13 1 type_I type_I 1
9.020e+15 1.269e+13 3.763e+31 3.719e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.393e+14 6.573e+14 2.147e+31 1.660e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.547e+14 3.058e+12 1.924e+31 1.752e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.266e+11 2.446e+13 4.477e+31 3.595e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.416e+12 2.949e+12 2.126e+31 1.814e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.483e+12 9.935e+13 1.781e+31 1.171e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.114e+14 2.621e+17 3.922e+31 1.143e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.169e+11 1.171e+16 4.157e+31 3.770e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.446e+14 4.544e+12 3.014e+31 1.855e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.945e+12 1.055e+17 2.149e+31 2.117e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.071e+12 4.639e+15 4.523e+31 2.752e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.018e+14 6.706e+15 3.768e+31 2.179e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.640e+15 2.508e+16 3.731e+31 1.605e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.841e+12 6.706e+13 4.519e+31 3.832e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.789e+14 1.299e+16 3.723e+31 3.687e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.927e+14 6.950e+13 1.837e+31 1.454e+31 2.001e+14 1.681e+13 1 type_I type_I 1
9.534e+13 1.582e+15 1.915e+31 1.381e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.162e+16 1.493e+13 3.230e+31 1.805e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.868e+17 3.206e+13 3.357e+31 1.512e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.663e+16 4.203e+15 3.758e+31 3.566e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.830e+14 4.177e+16 3.906e+31 1.358e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.155e+13 2.411e+17 2.149e+31 1.686e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.925e+14 6.046e+12 3.784e+31 3.747e+31 1.925e+14 3.499e+13 1 type_I type_I 1
8.646e+14 4.252e+16 3.706e+31 2.242e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.798e+17 7.023e+11 4.931e+31 3.782e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.638e+14 9.898e+12 3.766e+31 3.708e+31 1.925e+14 5.571e+12 1 type_I type_I 1
2.015e+15 1.134e+16 3.837e+31 1.799e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.070e+17 9.453e+14 3.837e+31 3.340e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.228e+14 8.402e+16 1.559e+31 1.499e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.062e+13 3.306e+13 3.982e+31 1.930e+31 1.927e+14 4.301e+12 1 type_I type_I 1
2.555e+15 1.935e+12 2.129e+31 1.547e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.995e+11 2.683e+15 2.264e+31 2.005e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.716e+15 6.403e+11 3.556e+31 1.701e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.989e+14 7.269e+15 3.557e+31 1.842e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.852e+11 3.275e+13 4.331e+31 3.075e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.805e+13 1.918e+15 2.129e+31 1.421e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.757e+14 3.649e+14 3.715e+31 3.189e+31 2.970e+14 5.570e+11 1 type_I type_I 1
1.891e+11 1.432e+13 2.142e+31 2.127e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.926e+14 1.022e+13 3.841e+31 1.295e+31 1.933e+14 1.184e+13 1 type_I type_I 1
5.260e+12 2.668e+17 3.443e+31 1.793e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.107e+16 8.201e+12 4.191e+31 2.065e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.504e+15 2.040e+13 2.022e+31 1.861e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.147e+12 1.542e+12 3.800e+31 3.704e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.554e+13 9.721e+10 3.728e+31 3.493e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.315e+16 7.390e+10 3.699e+31 3.526e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.203e+14 4.154e+14 3.128e+31 1.320e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.805e+14 1.456e+11 2.607e+31 1.705e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.032e+11 1.225e+13 3.833e+31 1.365e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.146e+17 8.136e+16 3.770e+31 3.720e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.566e+14 4.252e+12 3.903e+31 1.954e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.826e+15 5.221e+13 3.455e+31 1.931e+31 1.939e+14 5.190e+13 1 type_I type_I 1
1.716e+17 4.116e+16 3.722e+31 1.707e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.754e+15 4.323e+15 2.901e+31 1.762e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.047e+11 4.236e+15 3.787e+31 1.582e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.071e+15 3.408e+14 3.699e+31 1.615e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.950e+17 3.804e+15 3.426e+31 1.755e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.740e+11 2.366e+11 2.610e+31 1.517e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.819e+12 1.314e+12 3.787e+31 1.949e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.835e+12 9.202e+14 4.419e+31 3.034e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.822e+13 5.305e+13 1.910e+31 1.724e+31 1.649e+14 5.851e+11 1 type_I type_I 1
2.714e+11 8.192e+10 3.767e+31 1.599e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.806e+16 1.213e+15 2.123e+31 1.896e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.638e+10 2.369e+12 4.417e+31 3.853e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.700e+14 1.355e+11 3.880e+31 3.515e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.075e+14 1.157e+11 3.257e+31 3.042e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.499e+11 2.916e+13 3.178e+31 1.774e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.093e+10 1.251e+17 1.985e+31 1.814e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.275e+16 2.547e+14 4.703e+31 1.484e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.682e+15 2.876e+17 3.586e+31 1.288e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.128e+13 3.327e+12 3.763e+31 1.639e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.972e+14 1.855e+17 4.447e+31 1.786e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.339e+16 1.310e+15 3.699e+31 1.360e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.785e+11 4.982e+12 3.415e+31 2.147e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.011e+13 4.072e+11 2.722e+31 1.667e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.433e+12 6.151e+11 3.630e+31 3.094e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.539e+13 5.604e+13 3.762e+31 2.938e+31 1.924e+14 1.774e+12 1 type_I type_I 1
1.555e+13 2.428e+11 2.558e+31 1.481e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.146e+14 7.231e+16 2.149e+31 1.803e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.254e+14 3.537e+14 3.954e+31 3.762e+31 1.942e+14 2.023e+12 1 type_I type_I 1
7.653e+16 5.659e+11 2.921e+31 1.834e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.506e+12 7.834e+16 3.532e+31 1.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.705e+13 4.365e+13 3.763e+31 1.764e+31 5.197e+13 1.165e+11 1 type_I type_I 1
7.210e+16 2.682e+13 1.942e+31 1.595e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.215e+15 1.041e+11 4.541e+31 3.673e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.901e+16 2.026e+12 2.370e+31 1.748e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.261e+11 1.282e+11 1.601e+31 1.169e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.913e+12 1.049e+17 4.531e+31 3.767e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.610e+13 8.020e+13 3.775e+31 3.769e+31 1.925e+14 1.666e+12 1 type_I type_I 1
5.675e+14 4.035e+15 3.760e+31 3.037e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.483e+11 3.611e+15 3.771e+31 1.538e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.623e+13 1.330e+16 1.835e+31 1.625e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.891e+13 4.248e+12 2.925e+31 1.494e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.844e+16 8.358e+15 2.684e+31 1.368e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.278e+12 2.797e+14 3.730e+31 1.540e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.207e+12 9.939e+11 1.545e+31 1.415e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.860e+13 3.171e+15 4.288e+31 2.098e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.306e+13 4.595e+13 4.574e+31 1.487e+31 5.679e+13 1.574e+11 1 type_I type_I 1
1.221e+16 5.154e+13 3.881e+31 1.401e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.106e+11 1.149e+17 1.611e+31 1.587e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.405e+13 1.927e+11 3.739e+31 1.640e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.660e+14 1.819e+13 4.746e+31 2.848e+31 1.943e+14 2.612e+12 1 type_I type_I 1
1.077e+12 4.556e+12 3.782e+31 1.699e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.587e+14 2.153e+16 4.385e+31 1.794e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.539e+12 2.071e+17 2.030e+31 1.585e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.057e+15 3.565e+14 4.408e+31 1.803e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.904e+15 1.650e+17 3.781e+31 2.014e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.600e+14 1.712e+11 1.617e+31 1.481e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.743e+15 7.200e+13 2.143e+31 1.829e+31 1.953e+14 4.116e+13 1 type_I type_I 1
1.886e+17 2.794e+15 3.767e+31 2.131e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.985e+13 1.519e+15 3.325e+31 1.437e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.523e+16 1.346e+14 1.710e+31 1.648e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.151e+14 2.835e+13 3.780e+31 2.135e+31 1.927e+14 1.860e+12 1 type_I type_I 1
1.591e+13 3.278e+13 3.763e+31 1.448e+31 1.692e+14 1.210e+12 1 type_I type_I 1
9.251e+14 4.194e+11 3.500e+31 1.388e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.402e+14 1.747e+11 2.064e+31 1.865e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.491e+13 2.228e+17 1.409e+31 1.365e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.485e+12 1.665e+17 4.393e+31 1.744e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.114e+16 1.861e+14 3.782e+31 1.768e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.611e+11 1.992e+16 3.780e+31 3.681e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.823e+12 1.382e+12 3.739e+31 1.854e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.766e+12 4.934e+13 3.677e+31 2.610e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.584e+13 7.154e+11 3.777e+31 1.283e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.265e+14 4.466e+12 3.059e+31 3.053e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.636e+15 9.488e+16 3.761e+31 3.310e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.706e+14 9.872e+13 4.020e+31 3.725e+31 1.932e+14 1.040e+12 1 type_I type_I 1
8.663e+14 2.916e+16 1.719e+31 1.263e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.029e+12 3.482e+16 3.779e+31 1.734e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.152e+15 1.943e+14 3.579e+31 1.461e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.984e+12 5.399e+14 3.790e+31 1.679e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.857e+15 1.874e+11 3.801e+31 1.917e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.309e+15 1.969e+14 3.936e+31 1.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.498e+17 1.463e+12 1.484e+31 1.454e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.177e+12 8.098e+14 2.044e+31 1.915e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.720e+14 2.679e+13 3.876e+31 1.372e+31 1.950e+14 2.397e+12 1 type_I type_I 1
3.550e+14 2.183e+16 3.941e+31 2.922e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.981e+13 6.248e+11 3.789e+31 1.381e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.087e+13 3.189e+14 3.783e+31 3.352e+31 1.940e+14 1.538e+12 1 type_I type_I 1
7.163e+12 6.528e+12 4.701e+31 3.928e+31 1.925e+14 1.817e+13 1 type_I type_I 1
1.041e+11 1.152e+14 4.401e+31 2.002e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.267e+15 3.689e+15 3.765e+31 2.133e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.136e+15 1.391e+12 2.694e+31 1.752e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.418e+13 5.856e+11 3.766e+31 1.586e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.092e+13 1.736e+17 4.532e+31 3.677e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.151e+12 5.949e+16 3.812e+31 3.782e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.815e+12 6.751e+16 4.414e+31 2.118e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.827e+14 2.836e+15 3.749e+31 1.993e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.154e+11 6.026e+15 2.512e+31 2.079e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.001e+11 4.031e+14 1.931e+31 1.534e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.107e+13 1.406e+11 1.516e+31 1.505e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.639e+16 1.797e+17 4.439e+31 1.209e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.099e+12 2.999e+13 4.409e+31 1.500e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.684e+13 1.196e+17 3.782e+31 1.469e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.446e+12 6.492e+12 3.727e+31 3.718e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.900e+17 7.677e+13 4.121e+31 2.648e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.637e+14 1.067e+13 1.916e+31 1.392e+31 1.942e+14 9.821e+12 1 type_I type_I 1
1.229e+11 8.737e+14 2.120e+31 1.461e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.722e+12 2.162e+11 2.704e+31 1.589e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.062e+11 6.479e+14 4.177e+31 3.700e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.494e+16 2.835e+12 4.486e+31 3.947e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.492e+14 5.878e+13 3.770e+31 1.887e+31 1.944e+14 2.367e+12 1 type_I type_I 1
7.178e+11 6.826e+11 3.796e+31 1.751e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.002e+12 2.465e+15 3.779e+31 1.718e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.533e+14 2.024e+17 4.433e+31 1.635e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.550e+13 9.709e+10 2.106e+31 1.465e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.690e+11 3.835e+12 3.766e+31 2.930e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.003e+17 7.732e+15 2.780e+31 2.603e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.733e+16 1.751e+11 3.851e+31 1.222e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.804e+15 2.924e+14 3.918e+31 2.838e+31 1.943e+14 4.518e+13 1 type_I type_I 1
5.422e+15 4.051e+12 4.406e+31 1.900e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.002e+12 1.543e+15 3.783e+31 3.072e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.667e+11 1.205e+15 3.680e+31 2.149e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.123e+12 2.258e+16 3.073e+31 1.399e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.728e+11 1.606e+13 4.658e+31 1.364e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.019e+11 9.030e+13 2.839e+31 1.731e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.762e+15 8.178e+13 4.353e+31 1.830e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.195e+10 1.781e+17 3.737e+31 1.945e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.218e+14 1.541e+14 4.122e+31 3.273e+31 1.942e+14 3.490e+12 1 type_I type_I 1
2.847e+12 1.511e+17 3.690e+31 1.285e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.181e+13 4.118e+15 3.424e+31 2.485e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.159e+13 1.940e+14 3.251e+31 2.149e+31 1.924e+14 1.004e+12 1 type_I type_I 1
2.501e+17 1.081e+11 3.682e+31 1.841e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.673e+13 1.417e+11 3.714e+31 1.542e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.968e+12 8.949e+15 3.763e+31 2.728e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.002e+16 2.848e+12 1.923e+31 1.432e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.367e+15 2.913e+14 4.075e+31 1.563e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.518e+12 3.399e+13 3.763e+31 3.279e+31 1.924e+14 1.234e+13 1 type_I type_I 1
1.973e+16 9.998e+14 3.771e+31 2.935e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.207e+12 3.628e+14 1.636e+31 1.571e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.520e+15 8.558e+11 1.733e+31 1.389e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.837e+15 3.125e+13 3.185e+31 2.064e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.830e+13 3.508e+16 3.780e+31 3.761e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.124e+13 1.895e+13 4.013e+31 1.395e+31 1.933e+14 2.989e+12 1 type_I type_I 1
5.032e+15 6.116e+16 3.882e+31 2.078e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.259e+15 3.027e+13 4.717e+31 1.422e+31 2.007e+14 2.809e+13 1 type_I type_I 1
3.809e+11 7.271e+16 3.593e+31 3.472e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.698e+17 2.255e+12 3.179e+31 3.145e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.059e+15 1.984e+14 3.245e+31 2.266e+31 1.943e+14 6.072e+13 1 type_I type_I 1
7.510e+10 7.846e+15 3.684e+31 2.402e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.990e+15 1.745e+15 1.498e+31 1.484e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.181e+11 1.501e+12 3.105e+31 3.065e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.240e+13 1.874e+11 1.916e+31 1.742e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.612e+12 2.565e+15 1.832e+31 1.712e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.583e+13 5.553e+11 4.046e+31 3.897e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.535e+15 5.914e+12 3.772e+31 2.752e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.223e+14 5.174e+14 3.502e+31 2.852e+31 1.940e+14 3.790e+12 1 type_I type_I 1
8.572e+12 6.738e+11 3.692e+31 2.142e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.046e+14 9.684e+10 3.132e+31 3.046e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.261e+10 2.015e+11 3.703e+31 1.572e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.375e+14 1.627e+16 4.028e+31 2.091e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.330e+16 3.248e+13 2.090e+31 1.536e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.927e+15 3.069e+14 3.739e+31 1.813e+31 1.956e+14 2.794e+13 1 type_I type_I 1
4.930e+15 9.362e+13 2.145e+31 1.472e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.283e+14 6.724e+16 3.927e+31 1.423e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.569e+14 1.121e+17 3.776e+31 1.614e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.950e+16 7.423e+14 4.629e+31 3.352e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.449e+14 1.532e+14 3.970e+31 3.776e+31 1.942e+14 7.280e+12 1 type_I type_I 1
5.339e+16 4.177e+14 3.780e+31 2.805e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.779e+12 1.608e+13 3.132e+31 1.590e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.596e+16 3.103e+15 3.773e+31 2.068e+31 0.000e+00 0.000e+00 0 type_II type_I 1
7.555e+11 3.436e+15 4.453e+31 2.025e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.505e+11 1.230e+17 3.705e+31 3.076e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.975e+14 7.022e+15 3.771e+31 1.984e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.557e+17 1.737e+13 3.781e+31 2.555e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.840e+16 9.238e+14 4.192e+31 2.109e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.992e+13 8.468e+10 3.677e+31 1.806e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.459e+14 1.468e+17 4.497e+31 1.443e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.206e+17 4.009e+16 2.088e+31 2.003e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.418e+12 4.154e+12 2.843e+31 2.023e+31 0.000e+00 0.000e+00 0 type_I type_I 1
8.574e+15 1.281e+16 2.741e+31 2.037e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.429e+16 2.639e+12 3.063e+31 1.601e+31 0.000e+00 0.000e+00 0 type_I type_I 1
3.346e+11 9.807e+12 4.029e+31 3.473e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.217e+16 4.262e+13 1.863e+31 1.511e+31 0.000e+00 0.000e+00 0 type_I type_I 1
1.148e+15 7.170e+11 4.483e+31 4.301e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.112e+11 1.526e+15 3.698e+31 2.035e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.374e+16 1.145e+15 3.938e+31 1.362e+31 0.000e+00 0.000e+00 0 type_I type_I 1
5.683e+15 9.181e+10 2.132e+31 1.479e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.875e+14 2.371e+15 2.741e+31 1.439e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.319e+16 8.347e+13 3.721e+31 1.606e+31 0.000e+00 0.000e+00 0 type_I type_I 1
9.696e+12 1.746e+16 3.389e+31 2.297e+31 0.000e+00 0.000e+00 0 type_I type_I 1
6.393e+14 3.757e+15 2.138e+31 1.198e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.396e+17 4.948e+15 3.776e+31 1.411e+31 0.000e+00 0.000e+00 0 type_I type_I 1
4.803e+11 1.190e+14 3.680e+31 1.689e+31 0.000e+00 0.000e+00 0 type_I type_I 1
2.316e+15 4.372e+16 3.496e+31 1.970e+31 0.000e+00 0.000e+00 0 type_I type_I 1
7.836e+15 7.788e+10 2.957e+31 1.688e+31 0.000e+00 0.000e+00 0 type_I type_I 1
